,runtime,has_tagline,release_year,release_month,is_indie,log_budget,is_mid_budget,is_summer,is_holiday,is_dump_month,month_sin,month_cos,decade,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science_Fiction,genre_Thriller,genre_War,genre_Western,is_franchise_genre,is_drama_only,has_superhero,has_sequel,has_imax,has_3d,has_franchise,has_dystopia,has_novel_adaptation,has_independent,tagline_length,tagline_word_count,is_english,director_film_count,director_median_revenue,actor1_median_revenue,is_top_director,is_top_actor,is_unknown_director,is_major_studio,studio_count,is_co_production,is_long_film,is_short_film
2024,1.245839122897708,1,0.21364923858831894,1.4934687727999947,0,0.31672973905636365,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1072881089082406,-0.1822173891180925,1,-0.33148976613878467,-0.2604326622203206,-0.5736905948331932,0,0,0,1,0.8399189783872938,1,1,0
2957,1.342611141041487,1,0.1351043109360697,-0.866338333422427,0,1.1195221488049703,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.15458926473661724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.6139648554942548,-0.5885023808321848,1,-0.08581954116253038,0.4299314485879383,0.4569519363792743,0,0,0,0,-0.500349896772829,1,1,0
1141,1.3909971501133762,1,0.05655938328382048,1.198492884522192,0,1.1367962081754317,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.828541073310736,1.0366375860241843,1,-0.08581954116253038,0.6135884169781264,0.3968035454363287,0,0,0,1,0.39316268666725285,1,1,0
696,0.8587510503225926,1,-0.9645246761954195,0.018589331410981062,0,0.15869465783760195,1,1,0,0,-0.5880586402315634,-1.2468593807760893,-0.6052315553367766,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.2723187144614938,-0.1822173891180925,1,-0.08581954116253038,-0.08703287522594716,-0.6484745951950174,0,0,0,1,-0.94710618849287,0,0,0
2427,-0.7863732581216478,1,0.29219416624056815,0.018589331410981062,0,0.46331409415125124,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.19639734978754694,-0.1822173891180925,1,-0.5771599911150389,-0.14615306386394342,-0.30110391822795857,0,0,0,0,-0.05359360505278807,1,0,0
1198,0.32650495053180895,1,-0.1790753996729272,-1.4562901099780325,0,0.46331409415125124,0,0,0,0,1.3372865171545165,0.7051619480543181,0.15458926473661724,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828541073310736,0.8334950901671383,1,1.3882018086949952,-0.33307253522190494,0.047310769258507475,0,0,0,0,-0.05359360505278807,1,0,0
940,-0.7863732581216478,1,0.29219416624056815,-1.4562901099780325,0,0.2238303540105665,0,0,0,0,1.3372865171545165,0.7051619480543181,0.15458926473661724,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08251530277662661,0.2240676025959998,1,-0.08581954116253038,-0.3639239545977155,-0.0003236593854562467,0,0,0,1,1.2866752701073347,1,0,0
455,0.6652070140350349,1,-0.1790753996729272,-0.5713624451446244,0,1.0438968204121093,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.5885023808321848,1,0.6511911337662325,0.22717342126283088,1.845838146709748,0,0,0,1,-0.05359360505278807,1,0,0
2392,-0.4960572036903113,1,-0.33616525497742566,0.9035169962443892,0,0.7836128014088658,0,0,0,0,-1.1039533203043368,0.7051619480543181,-0.6052315553367766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2.726575190159408,2.8649200487376,1,1.3882018086949952,0.25421286877143806,-0.4732221785188429,0,0,0,1,0.39316268666725285,1,0,0
880,0.036188896100472365,1,0.44928402154506664,-0.2763865568668217,0,0.8164974979455211,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.1584366674505735,-0.3853598849751387,1,0.40552090878997815,0.08581833117683009,1.1557793299713386,0,0,0,1,2.180187853547417,1,0,0
2760,-1.3186193579124315,1,0.7634637321540636,0.31356521968878376,0,0.02732146337771564,1,1,0,0,-1.1039533203043363,-0.7238168421076552,0.9144100848100111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5000828084833344,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,1,0.39316268666725285,1,0,0
3491,0.5200489868193666,1,-0.9645246761954195,-1.7512659982558352,1,-0.29673765319730727,1,0,0,1,0.8213918370817433,1.2282044867227526,-0.6052315553367766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1584366674505735,0.020925106738953654,1,0.6511911337662325,-0.6188139909142802,-0.7607818544871744,0,0,0,0,-1.393862480212911,0,0,0
1711,-0.06058312204330649,1,-0.33616525497742566,-1.16131422170023,0,0.11013069672617867,1,0,0,0,1.5261170757383973,-0.009327447026668153,-0.6052315553367766,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.2343580321245204,-0.1822173891180925,1,-0.8228302160912931,-0.45081000205104355,-0.6529863059902701,0,0,0,1,-0.500349896772829,1,0,0
1914,-1.0766893125529844,1,0.5278289491973158,-1.7512659982558352,0,-0.0035689592843700883,1,0,0,1,0.8213918370817433,1.2282044867227526,0.15458926473661724,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2723187144614938,-0.1822173891180925,1,-0.5771599911150389,0.1450983874197014,-0.49500952891680766,0,0,0,0,0.39316268666725285,1,0,0
1718,0.6652070140350349,1,-0.10053047202067798,-1.16131422170023,0,0.6437773634661376,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.15458926473661724,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.46212212614636106,-0.3853598849751387,1,0.6511911337662325,3.04885851713529,0.7586533851219354,0,0,0,0,0.39316268666725285,1,0,0
1690,-0.7863732581216478,1,0.3707390938928174,-0.2763865568668217,0,-0.23296253836125344,1,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0065939381026797255,-0.5885023808321848,1,-0.33148976613878467,-0.512951910399445,-0.9476531267259141,0,0,0,0,-0.05359360505278807,1,0,0
757,0.13296091424425122,1,0.6063738768495651,1.198492884522192,0,0.31672973905636365,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.9144100848100111,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7526197086367891,0.42721009845304597,1,0.6511911337662325,0.47876822882238224,-0.11976655537796713,0,0,0,0,1.2866752701073347,1,0,0
467,0.7135930231069243,1,-0.9645246761954195,0.018589331410981062,0,0.7484584532765037,0,1,0,0,-0.5880586402315634,-1.2468593807760893,-0.6052315553367766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.0315323612009626,-0.9947873725462771,1,2.616552933576267,-0.4138777273464475,0.6120867025318786,0,0,0,1,-0.05359360505278807,1,0,0
1277,0.13296091424425122,0,0.6849188045018143,0.6085411079665866,0,-0.4247913740818967,0,0,0,1,-1.2927838788882173,-0.009327447026668503,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,0.5621661856708701,0,0,0,0,-0.500349896772829,1,0,0
1797,-0.4960572036903113,0,0.6849188045018143,0.9035169962443892,0,-0.4704519840586002,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.411139184570697,-1.4010723642603695,1,-0.5771599911150389,-0.3745933083396804,-0.9401778596794308,0,0,0,0,0.8399189783872938,1,0,0
219,1.342611141041487,1,-1.2787043868044166,0.018589331410981062,0,0.07040649035516602,1,1,0,0,-0.5880586402315634,-1.2468593807760893,-1.3650523754101704,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.7278469025051751,-0.5885023808321848,1,0.6511911337662325,6.487287791963538,-0.21179200925209082,0,0,0,1,-0.05359360505278807,1,1,0
1347,0.13296091424425122,1,-0.1790753996729272,0.31356521968878376,0,0.9040613816112154,0,1,0,0,-1.1039533203043363,-0.7238168421076552,0.15458926473661724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5248556146149485,0.8334950901671383,1,0.1598506838137239,-0.02201352531709738,-0.5831506049477618,0,0,0,0,-0.500349896772829,1,0,0
2956,-1.125075321624874,1,0.29219416624056815,-1.4562901099780325,0,0.5770137539833209,0,0,0,0,1.3372865171545165,0.7051619480543181,0.15458926473661724,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6387376616258688,0.42721009845304597,1,-0.8228302160912931,-0.45081000205104355,0.1737699406293431,0,0,0,1,-0.05359360505278807,1,0,0
1930,0.568434995891256,1,0.5278289491973158,1.4934687727999947,0,0.8473879221062464,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6007769792888954,0.2240676025959998,1,0.1598506838137239,1.137497941177422,0.613771704644399,0,0,0,1,0.8399189783872938,1,0,0
94,0.13296091424425122,1,0.8420086598063128,0.9035169962443892,0,1.200571329272447,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-0.5380434908203079,-0.5885023808321848,1,-0.5771599911150389,2.552552105663483,0.639217485162653,0,0,0,1,-0.94710618849287,0,0,0
3628,-1.028303303481095,0,0.21364923858831894,0.018589331410981062,0,-2.0297683652181435,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
886,0.18134692331614063,1,0.44928402154506664,-0.2763865568668217,0,0.8765121887192638,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2723187144614938,-0.3853598849751387,1,0.8968613587424867,0.4496621726333381,0.6458423557280599,0,0,0,1,0.39316268666725285,1,0,0
987,3.181279485773285,1,0.1351043109360697,1.198492884522192,0,1.1535038017314916,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.044554620439653164,0.020925106738953654,1,2.3708827086000124,-0.13560163318000862,-0.7066560397726411,0,0,0,1,2.180187853547417,1,1,0
47,-0.5444432127622008,1,0.44928402154506664,-0.2763865568668217,0,1.2296955960519789,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.12047598511360005,-0.3853598849751387,1,-0.08581954116253038,3.2371856127065404,-0.49500952891680766,0,0,0,1,-0.05359360505278807,1,0,0
3900,-0.9315312853373161,1,0.920553587458562,1.4934687727999947,0,-2.0297683652181435,0,0,1,0,0.11666659842508961,1.4196513431353042,0.9144100848100111,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3102793967984673,-0.1822173891180925,1,0.6511911337662325,-0.8398162565105721,-0.7926442941017945,0,0,1,0,-0.94710618849287,0,0,0
1729,-0.6412152309059795,1,0.1351043109360697,-0.866338333422427,0,0.3334373321741149,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.15458926473661724,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.9176503141900423,-0.9947873725462771,1,-0.5771599911150389,-0.45081000205104355,-0.29416574888013614,0,0,0,0,-0.500349896772829,1,0,0
2131,-0.4960572036903113,1,0.5278289491973158,0.6085411079665866,0,-0.036453654122577436,1,0,0,1,-1.2927838788882173,-0.009327447026668503,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6519255378312282,-0.5885023808321848,1,-0.8228302160912931,-0.45081000205104355,1.113374093257238,0,0,0,0,0.8399189783872938,1,0,0
659,-0.06058312204330649,1,0.29219416624056815,1.198492884522192,0,0.9301971590514316,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2343580321245204,-0.5885023808321848,1,0.6511911337662325,0.1268132700819067,2.916861619251731,0,0,0,0,-0.500349896772829,1,0,0
2978,-1.028303303481095,1,1.0776434427630606,0.018589331410981062,0,-0.5962360471703814,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.9144100848100111,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.7658075848421486,-0.791644876689231,1,1.879542258647504,-0.6428471469143409,-0.49500952891680766,0,0,0,0,-0.05359360505278807,1,0,0
2130,-0.1089691311151959,1,1.0776434427630606,-1.4562901099780325,0,0.11013069672617867,1,0,0,0,1.3372865171545165,0.7051619480543181,0.9144100848100111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8665017556477095,0.6303525943100922,1,0.1598506838137239,0.559841651000152,-0.49500952891680766,0,0,0,1,0.39316268666725285,1,0,0
2302,-0.9315312853373161,1,0.8420086598063128,0.31356521968878376,0,0.05644572865861347,1,1,0,0,-1.1039533203043363,-0.7238168421076552,0.9144100848100111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.46212212614636106,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,-0.7165074196995443,0,0,0,0,3.0737004369874987,1,0,0
2702,1.1974531138258186,0,0.21364923858831894,1.4934687727999947,0,0.5233287842173023,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.5634841513446923,0,0,0,0,-0.500349896772829,1,1,0
2190,-0.7379872490497584,1,0.05655938328382048,-0.866338333422427,0,0.02732146337771564,1,0,0,0,1.3372865171545167,-0.7238168421076542,0.15458926473661724,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9044624379846828,1.2397800818812306,1,-0.8228302160912931,-0.45081000205104355,-0.5762469630502062,0,0,0,1,-0.500349896772829,1,0,0
3180,-0.4960572036903113,1,0.8420086598063128,1.4934687727999947,0,0.2238303540105665,0,0,1,0,0.11666659842508961,1.4196513431353042,0.9144100848100111,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.38620076147241417,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,3.9672130204275806,1,0,0
1524,-0.5444432127622008,1,-0.1790753996729272,-1.4562901099780325,0,0.4796106055425861,0,0,0,0,1.3372865171545165,0.7051619480543181,0.15458926473661724,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0563051673325767,1.4429225777382768,1,-0.33148976613878467,-0.5896895965266103,0.6570689953055384,0,0,0,1,1.2866752701073347,1,0,0
2438,0.22973293238803008,1,0.1351043109360697,-0.2763865568668217,0,-0.6850753472754418,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9424231203216563,0.8334950901671383,0,-0.08581954116253038,0.3456057796175682,-0.9125144487754229,0,0,0,0,0.39316268666725285,1,0,0
1511,1.5361551773290445,1,0.29219416624056815,1.4934687727999947,0,0.08399492035866991,1,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.2461085790174438,1.2397800818812306,1,3.844904058457538,0.14273401196065486,-0.49500952891680766,0,0,0,1,0.39316268666725285,1,1,0
1187,-0.7863732581216478,1,0.5278289491973158,0.9035169962443892,0,0.20303008092274735,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6898862201682017,-0.5885023808321848,1,-0.8228302160912931,-0.45081000205104355,0.38050813026944125,0,0,0,0,-0.05359360505278807,1,0,0
369,-0.7863732581216478,1,0.3707390938928174,-0.5713624451446244,0,1.169680904924395,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.5380434908203079,-0.5885023808321848,1,-0.5771599911150389,3.4360158769679785,2.32869539098088,1,0,0,1,-0.500349896772829,1,0,0
3455,-0.7379872490497584,1,-0.1790753996729272,-1.4562901099780325,0,0.46331409415125124,0,0,0,0,1.3372865171545165,0.7051619480543181,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19639734978754694,-0.1822173891180925,1,-0.8228302160912931,-0.45081000205104355,-0.49853929922681084,0,0,0,0,0.39316268666725285,1,0,0
1601,-0.6412152309059795,1,0.5278289491973158,-1.16131422170023,0,-0.036453654122577436,1,0,0,0,1.5261170757383973,-0.009327447026668153,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6636760847241516,2.458635057023508,1,-0.33148976613878467,-0.8253172292802788,-0.6904622310069658,0,0,0,0,-0.05359360505278807,1,0,0
716,-0.20574114925897477,1,1.0776434427630606,-0.2763865568668217,0,-0.24305268796049762,1,1,0,0,0.11666659842509014,-1.4383062371886408,0.9144100848100111,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.7278469025051751,-0.791644876689231,1,-0.33148976613878467,-0.0854502875811776,-0.49500952891680766,0,0,0,1,0.39316268666725285,1,0,0
1967,-0.8347592671935373,1,0.5278289491973158,-0.2763865568668217,0,-0.036453654122577436,1,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9556109965270158,-0.791644876689231,1,2.862223158552521,-0.40535758350071116,-0.49500952891680766,0,0,0,0,0.39316268666725285,1,0,0
3338,-0.5444432127622008,1,0.6849188045018143,-0.2763865568668217,0,-0.24305268796049762,1,1,0,0,0.11666659842509014,-1.4383062371886408,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.044554620439653164,0.020925106738953654,1,0.1598506838137239,1.9426355011389025,-0.49500952891680766,0,0,0,0,0.8399189783872938,1,0,0
3417,0.8587510503225926,1,0.6849188045018143,1.4934687727999947,0,-0.24305268796049762,1,0,1,0,0.11666659842508961,1.4196513431353042,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6766983439628422,1.0366375860241843,1,-0.33148976613878467,-0.2049385125190675,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
3452,4.342543703498631,0,-2.92814786750165,-1.4562901099780325,0,0.11013069672617867,1,0,0,0,1.3372865171545165,0.7051619480543181,-2.884694015556958,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,1,0
1426,-0.30251316740275364,1,0.6063738768495651,0.9035169962443892,0,-0.7779747114545321,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2343580321245204,0.020925106738953654,0,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.05359360505278807,1,0,0
812,0.0845749051723618,1,0.44928402154506664,0.31356521968878376,0,0.26304477004521326,0,1,0,0,-1.1039533203043363,-0.7238168421076552,0.15458926473661724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.08251530277662661,0.2240676025959998,1,0.40552090878997815,-0.7410859260466327,0.4098273273232369,0,0,0,1,-0.500349896772829,1,0,0
1041,-1.1734613306967632,1,0.29219416624056815,0.9035169962443892,0,1.1333879282370622,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6519255378312282,-0.791644876689231,1,-0.08581954116253038,-0.3520367995562563,1.9532282929092575,0,0,0,1,-0.500349896772829,1,0,0
3247,-0.44767119461842186,1,0.6849188045018143,-0.2763865568668217,0,-1.453279461129105,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2723187144614938,-0.1822173891180925,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
300,0.036188896100472365,1,-0.49325511028192415,-0.5713624451446244,0,0.8164974979455211,0,0,0,0,0.8213918370817433,-1.2468593807760893,-0.6052315553367766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.5760041731572814,-0.791644876689231,1,1.879542258647504,-0.5250595999669148,1.881113860693416,0,0,0,1,-0.500349896772829,1,0,0
822,-0.8831452762654267,0,-0.49325511028192415,-0.2763865568668217,0,0.9301971590514316,0,1,0,0,0.11666659842509014,-1.4383062371886408,-0.6052315553367766,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.411139184570697,-1.4010723642603695,1,-0.5771599911150389,0.5864934361127542,-0.49500952891680766,0,0,0,1,-0.94710618849287,0,0,0
1822,0.9071370593944821,1,0.3707390938928174,0.9035169962443892,0,0.11013069672617867,1,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.19639734978754694,0.2240676025959998,1,0.8968613587424867,0.8690388505860139,-0.49500952891680766,0,0,0,0,3.0737004369874987,1,0,0
3305,-0.8347592671935373,1,0.29219416624056815,0.31356521968878376,0,-1.416302122248554,0,1,0,0,-1.1039533203043363,-0.7238168421076552,0.15458926473661724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3730128852670547,0.020925106738953654,1,-0.8228302160912931,-0.45081000205104355,-0.16505425398522927,0,0,0,0,-0.05359360505278807,1,0,0
68,0.6652070140350349,1,0.920553587458562,1.198492884522192,0,1.0438968204121093,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.9144100848100111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.08251530277662661,-0.1822173891180925,1,0.1598506838137239,3.3981834987615205,2.481212686676483,1,1,0,0,-0.500349896772829,1,0,0
348,-0.20574114925897477,1,0.9990985151108113,-1.16131422170023,0,0.9040613816112154,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.9144100848100111,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2343580321245204,-0.3853598849751387,1,0.1598506838137239,1.0799134130980281,-0.8045678727622277,0,0,0,1,0.39316268666725285,1,0,0
1232,1.0039090775382609,1,-0.7288898932386718,-0.2763865568668217,0,0.8473879221062464,0,1,0,0,0.11666659842509014,-1.4383062371886408,-0.6052315553367766,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2723187144614938,-0.3853598849751387,1,1.142531583718741,0.28938122564399377,0.5892416671959702,0,0,0,0,-0.500349896772829,1,0,0
786,1.4393831591852657,1,-3.0066927951538998,0.31356521968878376,0,-0.5033366757122081,0,1,0,0,-1.1039533203043363,-0.7238168421076552,-2.884694015556958,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1072881089082406,-0.9947873725462771,1,-0.8228302160912931,-0.45081000205104355,1.5565710990086692,0,0,0,0,-0.94710618849287,0,1,0
1383,0.9071370593944821,1,0.44928402154506664,1.198492884522192,0,0.11013069672617867,1,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8417289495160954,-0.791644876689231,1,0.6511911337662325,-0.20288182478814912,-0.37520245029409843,0,0,0,0,-0.94710618849287,0,0,0
2430,0.32650495053180895,1,0.21364923858831894,1.198492884522192,0,0.15869465783760195,1,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5628162969519219,0.42721009845304597,0,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,1.7334315618273757,1,0,0
