,runtime,has_tagline,release_year,release_month,is_indie,log_budget,is_mid_budget,is_summer,is_holiday,is_dump_month,month_sin,month_cos,decade,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science_Fiction,genre_Thriller,genre_War,genre_Western,is_franchise_genre,is_drama_only,has_superhero,has_sequel,has_imax,has_3d,has_franchise,has_dystopia,has_novel_adaptation,has_independent,tagline_length,tagline_word_count,is_english,director_film_count,director_median_revenue,actor1_median_revenue,is_top_director,is_top_actor,is_unknown_director,is_major_studio,studio_count,is_co_production,is_long_film,is_short_film
3899,-0.1089691311151959,1,-0.2576203273251764,0.9035169962443892,0,-1.598040611834918,0,0,0,0,-1.1039533203043368,0.7051619480543181,-0.6052315553367766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7016367670611252,1.2397800818812306,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
2147,-0.8831452762654267,1,-1.5143391697611641,-1.16131422170023,0,-0.24305268796049762,1,0,0,0,1.5261170757383973,-0.009327447026668153,-1.3650523754101704,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.460850413800594,2.458635057023508,1,1.879542258647504,-0.11905246874888632,-0.3598358330187111,0,0,0,1,-0.500349896772829,1,0,0
3352,0.7619790321788138,1,0.44928402154506664,0.018589331410981062,0,0.46331409415125124,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.41097356760402814,0.42721009845304597,0,-0.33148976613878467,0.8065759091938973,-0.2014024208371864,0,0,0,0,0.8399189783872938,1,0,0
1022,0.37489095960369834,1,1.0776434427630606,-0.2763865568668217,0,-0.4247913740818967,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.9144100848100111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7278469025051751,-0.791644876689231,1,-0.08581954116253038,-0.6171330011430028,-0.8062773799945699,0,0,0,0,0.39316268666725285,1,0,0
785,1.2942251319695974,1,-0.33616525497742566,0.018589331410981062,0,0.9040613816112154,0,1,0,0,-0.5880586402315634,-1.2468593807760893,-0.6052315553367766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9044624379846828,1.0366375860241843,1,0.8968613587424867,1.2143429238803911,0.07625216361426952,0,0,0,0,-0.500349896772829,1,1,0
1841,-0.8831452762654267,1,0.7634637321540636,-1.7512659982558352,0,0.46331409415125124,0,0,0,1,0.8213918370817433,1.2282044867227526,0.9144100848100111,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.06932742657126716,0.020925106738953654,1,-0.8228302160912931,-0.45081000205104355,0.4046882894093315,0,0,0,0,-0.500349896772829,1,0,0
1945,-0.9315312853373161,1,0.8420086598063128,0.31356521968878376,0,0.1813444280954424,0,1,0,0,-1.1039533203043363,-0.7238168421076552,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1072881089082406,0.2240676025959998,1,-0.8228302160912931,-0.45081000205104355,-0.33725535992725003,0,0,0,0,-0.94710618849287,0,0,0
2013,-0.15735514018708532,1,0.1351043109360697,-0.5713624451446244,0,0.26304477004521326,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0053222257569128,1.646065073595323,1,2.616552933576267,-0.29312241894727753,-0.49500952891680766,0,0,0,0,3.0737004369874987,1,0,0
1350,-0.2541271583308642,1,0.5278289491973158,-1.7512659982558352,0,0.24381471673418068,0,0,0,1,0.8213918370817433,1.2282044867227526,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.044554620439653164,0.020925106738953654,1,-0.33148976613878467,-0.5224810303694134,4.514392657817678,0,1,0,0,0.8399189783872938,1,0,0
1980,-1.0766893125529844,1,-0.021985544368428755,0.9035169962443892,0,-0.5962360471703814,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.1822173891180925,1,-0.08581954116253038,0.029548226088845327,0.04231692105529511,0,0,0,1,0.39316268666725285,1,0,0
3250,0.5200489868193666,1,0.44928402154506664,0.31356521968878376,0,0.1349910383767957,1,1,0,0,-1.1039533203043363,-0.7238168421076552,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7905803909737625,0.8334950901671383,1,-0.8228302160912931,-0.45081000205104355,0.027339739165404563,0,0,0,0,-0.94710618849287,0,0,0
2601,0.13296091424425122,1,-0.4147101826296749,0.6085411079665866,0,0.05644572865861347,1,0,0,1,-1.2927838788882173,-0.009327447026668503,-0.6052315553367766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.18320947358218748,0.2240676025959998,1,0.6511911337662325,0.9279559569148085,-0.9438811226300194,0,0,0,0,-0.05359360505278807,1,0,0
2791,-0.689601239977869,1,-0.6503449655864226,-0.866338333422427,0,-0.10936867383175446,1,0,0,0,1.3372865171545167,-0.7238168421076542,-0.6052315553367766,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6007769792888954,0.8334950901671383,1,-0.33148976613878467,-0.8041820636638979,-0.6073180569801038,0,0,0,0,-0.500349896772829,1,0,0
1666,-0.20574114925897477,1,0.8420086598063128,0.018589331410981062,0,0.26717972102317034,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.9144100848100111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3102793967984673,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,0.1420302605433701,0,0,0,0,2.6269441452674576,1,0,0
2265,1.1490671047539291,1,-0.49325511028192415,-1.16131422170023,0,0.6255777164843876,0,0,0,0,1.5261170757383973,-0.009327447026668153,-0.6052315553367766,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.5760041731572814,-0.5885023808321848,1,-0.5771599911150389,-0.33062204739503753,-0.5515369553116001,0,0,0,1,-0.500349896772829,1,1,0
3503,-0.01219711297141706,1,0.1351043109360697,-0.866338333422427,0,0.1813444280954424,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.15458926473661724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7658075848421486,-0.5885023808321848,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
368,1.6329271954728235,1,0.29219416624056815,1.4934687727999947,0,0.9301971590514316,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.3853598849751387,1,0.6511911337662325,0.3911587618686963,1.4887763419706181,0,0,0,1,1.7334315618273757,1,1,0
210,2.7458054041262803,1,0.44928402154506664,1.198492884522192,0,1.1367962081754317,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3730128852670547,0.2240676025959998,1,1.3882018086949952,0.6988562818257894,-0.5399420525439491,0,0,0,1,-0.05359360505278807,1,1,0
2758,-0.3992851855465325,1,0.29219416624056815,-0.5713624451446244,0,-1.0631189668528678,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044554620439653164,-0.1822173891180925,1,-0.5771599911150389,-0.8109089319979269,-0.49500952891680766,0,0,0,0,-0.05359360505278807,1,0,0
2724,-0.1089691311151959,1,0.6063738768495651,0.9035169962443892,0,0.2238303540105665,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.18320947358218748,0.42721009845304597,1,1.3882018086949952,-0.2112064845962017,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
2103,0.22973293238803008,1,0.3707390938928174,0.6085411079665866,0,0.6255777164843876,0,0,0,1,-1.2927838788882173,-0.009327447026668503,0.15458926473661724,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5760041731572814,-0.791644876689231,1,-0.33148976613878467,-0.4178700298722441,-0.161214567511669,0,0,0,1,-0.05359360505278807,1,0,0
1217,0.32650495053180895,1,0.8420086598063128,1.4934687727999947,0,0.15869465783760195,1,0,1,0,0.11666659842508961,1.4196513431353042,0.9144100848100111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12047598511360005,-0.3853598849751387,1,-0.33148976613878467,-0.31643112507266324,1.327817046288324,0,0,0,0,0.8399189783872938,1,0,0
3083,-0.9315312853373161,1,0.8420086598063128,0.9035169962443892,0,-5.154768395586073,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3102793967984673,-0.5885023808321848,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
1090,-0.8831452762654267,1,0.7634637321540636,0.31356521968878376,0,0.3952750503921197,0,1,0,0,-1.1039533203043363,-0.7238168421076552,0.9144100848100111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.8796896318530689,-0.791644876689231,1,-0.08581954116253038,-0.4785912361181873,-0.4839486008791187,0,0,0,0,-0.94710618849287,0,0,0
2137,-0.9315312853373161,1,0.920553587458562,-1.7512659982558352,0,0.1813444280954424,0,0,0,1,0.8213918370817433,1.2282044867227526,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5380434908203079,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,1.5755522390061316,0,0,0,0,-0.500349896772829,1,0,0
1306,-0.20574114925897477,1,0.29219416624056815,-1.16131422170023,0,0.6255777164843876,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.15458926473661724,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0812435904308595,2.2554925611664616,1,1.6338720336712496,0.10604912767408216,0.6707686711539325,0,0,0,1,2.180187853547417,1,0,0
1361,-0.5444432127622008,1,0.05655938328382048,1.198492884522192,0,0.46331409415125124,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48689493227797503,0.2240676025959998,1,-0.5771599911150389,-0.29358101128389974,-0.5137653679729992,0,0,0,1,-0.05359360505278807,1,0,0
3109,-0.7863732581216478,1,0.8420086598063128,0.6085411079665866,0,0.05644572865861347,1,0,0,1,-1.2927838788882173,-0.009327447026668503,0.9144100848100111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03136674423429372,-0.3853598849751387,1,-0.33148976613878467,-0.27437294759916314,0.32092550924245167,0,0,0,0,-0.500349896772829,1,0,0
3681,0.2781189414599195,1,-5.205950769416878,0.9035169962443892,0,-1.3234028187284328,0,0,0,0,-1.1039533203043368,0.7051619480543181,-5.16415647577714,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.194019542062681,5.099487503165108,1,-0.33148976613878467,-0.7521921120099035,-0.49500952891680766,0,0,0,1,-0.94710618849287,0,0,0
76,2.116787286191718,1,0.5278289491973158,0.018589331410981062,0,1.397080228537436,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6139648554942548,-0.791644876689231,1,-0.33148976613878467,4.150381350577265,5.767647856188412,1,1,0,1,-0.500349896772829,1,1,0
1539,-0.2541271583308642,1,0.6063738768495651,-1.16131422170023,0,0.11013069672617867,1,0,0,0,1.5261170757383973,-0.009327447026668153,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03136674423429372,0.2240676025959998,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
3682,-1.1734613306967632,0,0.05655938328382048,-1.7512659982558352,0,-1.416302122248554,0,0,0,1,0.8213918370817433,1.2282044867227526,0.15458926473661724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
3326,1.0039090775382609,1,-0.10053047202067798,-0.2763865568668217,0,-0.0035689592843700883,1,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.803768267179122,-0.5885023808321848,1,0.6511911337662325,-0.07425814824476215,-0.49500952891680766,0,0,0,1,-0.500349896772829,1,0,0
2454,-1.028303303481095,1,-1.121614531499918,0.9035169962443892,0,-0.5962360471703814,0,0,0,0,-1.1039533203043368,0.7051619480543181,-1.3650523754101704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.08251530277662661,-0.3853598849751387,1,-0.5771599911150389,-0.30219838680254457,-0.6656275045237363,0,0,0,0,-0.94710618849287,0,0,0
1826,0.37489095960369834,1,0.05655938328382048,1.4934687727999947,0,0.7106977775188796,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.170187214343497,1.646065073595323,1,0.6511911337662325,1.1167010162972035,0.8015800824963881,0,0,0,1,-0.500349896772829,1,0,0
1326,-1.0766893125529844,1,0.9990985151108113,-0.5713624451446244,0,0.3952750503921197,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.9144100848100111,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.5885023808321848,1,0.1598506838137239,0.3730846249360087,-0.04610457089770846,0,0,0,1,0.39316268666725285,1,0,0
976,0.036188896100472365,1,-3.163782650458398,0.9035169962443892,0,-1.4424378731392917,0,0,0,0,-1.1039533203043368,0.7051619480543181,-2.884694015556958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9044624379846828,0.6303525943100922,1,-0.08581954116253038,-0.2704908458409255,0.12351460765145428,0,0,0,0,-0.500349896772829,1,0,0
1677,-0.15735514018708532,1,0.6063738768495651,-0.866338333422427,0,0.3952750503921197,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2461085790174438,1.2397800818812306,1,-0.8228302160912931,-0.45081000205104355,-0.1317936246862839,0,0,0,0,-0.500349896772829,1,0,0
914,0.37489095960369834,1,0.920553587458562,-0.5713624451446244,0,0.46331409415125124,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2970915205931078,0.2240676025959998,1,0.6511911337662325,0.290732722636136,-0.37439739688098944,0,0,0,1,0.39316268666725285,1,0,0
422,-0.1089691311151959,1,0.6849188045018143,-1.16131422170023,0,1.0831112376545433,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.9144100848100111,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.044554620439653164,-0.1822173891180925,1,0.6511911337662325,2.9228602723265316,1.1780919665642269,0,0,0,1,0.8399189783872938,1,0,0
64,1.2942251319695974,1,0.920553587458562,-1.16131422170023,0,1.200571329272447,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.9144100848100111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,-0.6898862201682017,-0.5885023808321848,1,-0.08581954116253038,4.107051810729472,1.6671222536254509,1,0,0,1,-0.94710618849287,0,1,0
3599,-0.689601239977869,0,0.8420086598063128,-0.5713624451446244,0,-7.043068348351344,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
2853,0.0845749051723618,1,0.5278289491973158,0.31356521968878376,0,0.11013069672617867,1,1,0,0,-1.1039533203043363,-0.7238168421076552,0.15458926473661724,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9176503141900423,-0.9947873725462771,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.05359360505278807,1,0,0
260,-0.8831452762654267,1,0.29219416624056815,-1.16131422170023,0,0.8164974979455211,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.15458926473661724,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.1822173891180925,1,-0.08581954116253038,3.967786882372677,2.797053293941584,0,0,0,1,-0.500349896772829,1,0,0
3133,0.7619790321788138,1,0.1351043109360697,0.9035169962443892,0,-0.19448872916514556,1,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5380434908203079,-0.791644876689231,1,-0.08581954116253038,-0.7596560269721941,-0.49500952891680766,0,0,0,0,2.6269441452674576,1,0,0
195,-0.15735514018708532,1,-0.10053047202067798,-0.2763865568668217,0,0.43717831711330013,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.3102793967984673,0.020925106738953654,1,1.142531583718741,0.2576063294553154,-0.39648334454559225,0,0,0,1,0.39316268666725285,1,0,0
350,1.4393831591852657,1,0.920553587458562,-1.16131422170023,0,1.0438968204121093,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.9144100848100111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.22117015591916092,0.42721009845304597,1,0.40552090878997815,-0.23506519825503025,0.2869699931922885,0,0,0,1,0.39316268666725285,1,1,0
3186,-0.3992851855465325,1,0.05655938328382048,-0.5713624451446244,0,-0.4395615642064532,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.2343580321245204,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,-0.5498967871511926,0,0,0,0,-0.05359360505278807,1,0,0
1794,-0.06058312204330649,1,0.29219416624056815,0.018589331410981062,0,0.616228170772834,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19639734978754694,-0.3853598849751387,1,-0.08581954116253038,6.3636578650051945,-0.2017198726262956,1,0,0,1,-0.05359360505278807,1,0,0
990,-0.350899176474643,1,0.7634637321540636,-1.7512659982558352,0,0.4881744364084601,0,0,0,1,0.8213918370817433,1.2282044867227526,0.9144100848100111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1072881089082406,0.42721009845304597,1,-0.8228302160912931,-0.45081000205104355,8.740543948864698,0,0,0,0,-0.500349896772829,1,0,0
3531,0.9071370593944821,0,-2.535423229240404,0.9035169962443892,0,0.2238303540105665,0,0,0,0,-1.1039533203043368,0.7051619480543181,-2.1248731954835645,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,1,-0.05359360505278807,1,0,0
2259,-0.7863732581216478,1,0.44928402154506664,1.4934687727999947,0,0.6699131407275696,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5380434908203079,-0.5885023808321848,1,-0.8228302160912931,-0.45081000205104355,-0.591525765424997,0,0,0,0,-0.94710618849287,0,0,0
2903,-0.44767119461842186,1,0.920553587458562,0.9035169962443892,0,0.2238303540105665,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.2723187144614938,0.020925106738953654,0,-0.5771599911150389,-0.8054358160712792,-0.2360981532826998,0,0,0,0,-0.05359360505278807,1,0,0
3583,-1.028303303481095,1,0.29219416624056815,-1.16131422170023,0,-0.5962360471703814,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0065939381026797255,0.020925106738953654,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.05359360505278807,1,0,0
2492,1.1974531138258186,1,-0.7288898932386718,1.198492884522192,0,-0.171838959914292,1,0,1,0,-0.5880586402315643,1.2282044867227522,-0.6052315553367766,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6519255378312282,-0.5885023808321848,1,-0.08581954116253038,-0.7233224532598185,-0.3133147554244469,0,0,0,1,-0.500349896772829,1,1,0
1908,1.8748572408322706,0,-0.2576203273251764,0.9035169962443892,0,0.6699131407275696,0,0,0,0,-1.1039533203043368,0.7051619480543181,-0.6052315553367766,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,0,0.1598506838137239,0.11262119822002589,0.060624057448087985,0,0,0,1,-0.500349896772829,1,1,0
1358,1.245839122897708,1,-0.021985544368428755,1.4934687727999947,0,-0.036453654122577436,1,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18320947358218748,0.2240676025959998,1,1.142531583718741,-0.5342804265012084,-0.35377319096650633,0,0,0,0,-0.500349896772829,1,1,0
2996,-0.5444432127622008,1,0.44928402154506664,0.018589331410981062,0,0.1813444280954424,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5380434908203079,-0.5885023808321848,1,-0.08581954116253038,0.32387158677587047,0.34660001200897944,0,0,0,0,-0.500349896772829,1,0,0
2606,0.9071370593944821,1,0.44928402154506664,0.6085411079665866,0,0.1813444280954424,0,0,0,1,-1.2927838788882173,-0.009327447026668503,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2081478966804704,0.8334950901671383,0,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
3208,-0.6412152309059795,1,-0.49325511028192415,0.31356521968878376,0,-0.7779747114545321,0,1,0,0,-1.1039533203043363,-0.7238168421076552,-0.6052315553367766,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6636760847241516,1.4429225777382768,1,-0.33148976613878467,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
3620,-0.1089691311151959,1,0.29219416624056815,-1.4562901099780325,0,-0.3567523376018482,0,0,0,0,1.3372865171545165,0.7051619480543181,0.15458926473661724,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7905803909737625,0.2240676025959998,1,-0.8228302160912931,-0.45081000205104355,-0.5385850566015142,0,0,0,0,-0.94710618849287,0,0,0
2163,-0.01219711297141706,1,0.6063738768495651,0.9035169962443892,0,-1.0631189668528678,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3730128852670547,0.020925106738953654,1,-0.33148976613878467,-0.8394666986673845,0.5069785757656168,0,0,0,0,-0.500349896772829,1,0,0
2718,-0.4960572036903113,1,-0.1790753996729272,1.4934687727999947,0,0.2815753916519134,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1322265320065235,1.2397800818812306,1,-0.33148976613878467,-0.3497749447689569,0.2820622168918823,0,0,0,0,-0.05359360505278807,1,0,0
3524,0.9555230684663715,1,0.9990985151108113,0.6085411079665866,0,-0.09013862124655746,1,0,0,1,-1.2927838788882173,-0.009327447026668503,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7658075848421486,-0.791644876689231,1,0.8968613587424867,2.4117701376881913,-0.7526366762792064,0,0,0,0,-0.500349896772829,1,0,0
69,0.32650495053180895,1,0.8420086598063128,-0.2763865568668217,0,1.2833805666672242,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.9144100848100111,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.803768267179122,-0.9947873725462771,1,0.8968613587424867,0.2787072505729929,0.5346380053532915,0,0,0,1,1.7334315618273757,1,0,0
