,popularity,runtime,vote_average,vote_count,has_tagline,release_year,release_month,is_indie,log_budget,is_mid_budget,is_summer,is_holiday,is_dump_month,month_sin,month_cos,decade,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science_Fiction,genre_Thriller,genre_War,genre_Western,is_franchise_genre,is_drama_only,has_superhero,has_sequel,has_imax,has_3d,has_franchise,has_dystopia,has_novel_adaptation,has_independent,tagline_length,tagline_word_count,is_english,director_film_count,director_median_revenue,actor1_median_revenue,is_top_director,is_top_actor,is_unknown_director,is_major_studio,studio_count,is_co_production,is_long_film,is_short_film,vote_reliability,log_vote_count
3856,-0.3032106655972107,0.008196694365268889,-0.7921555061343233,1.0756493718791897,5.8331137182027044e-05,0.7271562980352531,0.08607748812357556,-0.23955699569046662,0.7256645438855335,0.002991118074539649,0.0008735106972620152,-0.00022690597468933118,0.007683513101048883,0.305664397542146,-0.049158282927869106,0.016151162599830265,0.0030000072662454314,-0.0030005329492834797,-0.001335982287418191,0.037796529638285996,0.01657209980566637,0.1317437791418115,0.011126212710840312,-0.00986135514685287,0.003757408311736378,-0.0002806646841000425,-0.021164198043050683,-0.0006534520644177238,2.9029932757052196e-05,-0.02202043598355941,0.020616245485107935,0.0051504018039294054,0.0023009903439886446,0.003758167278392818,-0.00013973662551893583,-0.0009686568099161912,0.0013222567509050308,-0.0002892607968205678,0.0,-0.00022711814679552935,-0.01105354292120291,0.010477782422236858,0.0028654638252524458,0.00546372788975621,0.058771799546481596,0.04324816592848085,-0.008470459844682796,-0.051256212590501456,0.002711291870941362,0.03283375152585616,-0.00019291607261809853,-0.0004970489635457826,0.0,-0.07815586733517325,-0.01054203853606518,0.00048163963795194806,5.002187990405542e-05,0.0,0.005937959930663316,0.01019380124706212
363,0.14418305924655625,0.028464615666415834,-0.01749307229498923,0.9329705814975513,0.0007358463575638433,-0.12182542045073766,-0.019516262000349716,0.004639004066535247,0.8459391537663015,-0.010668816470774162,0.001142691659013733,-0.0002503845427071333,0.011030326021372747,-0.03615296491404231,-0.00106911400617172,-0.006370726938452523,-0.012349023475575302,0.03703975830307511,-0.004400624032140441,0.00035188773045115556,0.019297277686836953,-0.0044791857529791,0.01778320207265777,-0.013269216858383929,0.0011525750083978424,-0.00027067685026488755,-0.00010782165075439115,-0.0010849483975659882,5.595341576892422e-05,-0.016799027372187757,-0.17656175790695036,-0.011404822792274835,0.0009580693567504889,0.004865312483620833,-0.0041949812340902806,0.0015525796933409729,0.0014057441906463353,-0.0013141725119215054,0.0,-0.0004944628204702151,-0.014063144616422616,0.007861148678737462,-0.036574571829929466,0.010138335287397188,0.0023950879034073534,0.027974430442169688,-0.010189102784887476,0.015911446326385355,0.04004563947808634,0.03147399643992229,-0.0004407952060955457,-0.0008308341520308155,0.0,-0.052397826118829836,-0.03513488239627102,-0.00036857950665198107,6.147311282376768e-05,0.0,-0.0009388837122658701,0.3825170823273259
3694,0.04685187278118433,0.18749877970079878,0.03816303782952535,-0.6773456416859739,-0.0018761100677636654,-0.0225112896262402,-0.019452420323302858,-0.6060938389155192,-0.22888820764908108,-0.028179764276573913,0.010197581658128407,-0.0016473984438538788,0.03156416402437159,-0.057491952375284594,-0.019830578404081426,0.01709026723245817,0.016638192571444523,-0.0026178699295977222,-0.004355363353131657,0.03998847026353465,0.007265878300543622,-0.00299648575647104,-0.018045775161347418,-0.012110941032152682,0.008609018182239978,-0.00043999267828663405,-0.01930083983540431,-0.00010880914450433856,8.94125369738943e-05,-0.05536129086440357,0.03025383208437522,0.001856920318392016,0.0035327446315125267,0.012842115680829273,0.0140607568273614,-0.007325707538480034,0.0020866720580742268,-0.0005904143056488492,0.0,-0.0004177824408399743,-0.011283453849442217,0.013623081963322969,0.0037328898497158945,0.020780838106995967,0.10421300610022852,0.12847201176771478,0.22213245742548757,-0.06679819887270627,0.03181751960019391,0.005901112877756356,-0.0004276117584673012,-0.0008284668318096919,0.0,-0.08233120293216585,-0.13832651944867258,0.00027325436661887573,7.285373461944912e-05,0.0,0.00988363911712321,-0.14422668921551962
459,0.10851132207206164,0.00016463077610686462,-0.026342131647465187,0.7520810128285543,0.0013464012759511717,0.033827908887287525,0.013877849851546295,0.005288272556567923,0.42419288363476143,-0.008658451202267303,0.0009666991890854918,-0.00026411316593756047,0.008515724674530082,0.024078721393876054,-0.0034571321658473575,0.005621405942679004,-0.008834300286775476,-0.01406003158239752,-0.003094791313241711,-0.0003358248067656528,-0.07427693506578126,-0.004067318380140486,0.03090950139798807,-0.015271889900944713,0.003928470284902068,0.00034272156321251605,0.0003274966192247373,-0.0008646832456600454,7.588963105375449e-05,-0.023056549306866347,0.017955759845700428,0.008980552471254287,0.0008956937820115782,0.00567349722314614,-0.007582352565670413,0.0007576328282832544,0.0017712931203734223,-0.0011091115675349828,0.0,-0.0004656150562163116,-0.011125921167100507,0.008604862677454344,0.0013481599340058863,0.008587973039746356,0.0066390794229901386,0.020069137095201448,-0.006032522102262382,-0.001480472473079397,0.003711953928277479,0.030881357377020833,-0.0004221124089278049,-0.0007967601878887663,0.0,-0.06135128833681223,0.020767872478674176,1.1366043973054049e-05,5.750259631789073e-05,0.0,-0.0005105694969320083,0.3250395308459101
278,0.08237081553737839,0.08995544748964442,-0.2620170953428022,0.8675864634260563,0.001596825937643783,0.08693981969534852,0.03520892647299273,0.006049283272063708,-0.2929537084264232,0.019308347312192872,0.000485651425946535,0.0023854491188048054,0.01834919328655969,0.031710485726594066,0.006953112891280656,0.007868321306401669,0.0006481070011138575,-0.01953337232533697,-0.003933714349099099,-0.0019083451027826282,0.022224651890149,-0.004274920898018966,-0.02611407701667249,-0.020808394749498946,0.011382241228261888,-0.0015579238770288143,-0.00643547222973648,-0.000821540703242961,7.588963105375449e-05,-0.017521172663512823,0.0368145529106699,0.004836406384332699,0.0016282695928057846,0.006001818369560873,0.0020367745218658646,0.007736499552760467,0.0016299471673260838,-0.0010948692389123433,0.0,-0.0004112982243298517,-0.009097534633505775,0.011088427469732758,0.0014960307230539864,0.00922198998587497,-0.01823024669312516,-0.05052655541548592,-0.004851497026190173,-0.008170600352803176,-0.021324142825944078,0.009042629836066117,-0.0004210864821877631,-0.0007980742504455075,0.0,-0.09028545572253495,0.01919461875702865,-5.062585220816364e-05,0.00029440892722138584,0.0,-0.0004386577805520651,0.4610147418710172
3527,0.21114487889337197,0.055775755200147395,-0.01432141619147992,-0.8112243744119069,0.013339599983023415,0.003993511792823256,0.0314060560708778,0.006027103443764692,0.47427941334142504,0.0036325180528543007,0.010892606831947453,-0.00032754649154410095,0.007620578939367254,0.04132284008490088,-0.03075489526800374,0.013526432707987134,0.009803209378179965,-0.0017674809741071798,-0.002336748125641912,0.0318094265990634,0.009392207643411574,-0.003068102915304066,-0.04388584830559805,-0.008481229189274157,0.007008092895829902,-0.0007030209984398342,-0.021162425660463786,-0.0007263486829443155,7.408612023412323e-05,0.09615503746430897,0.021797197460328984,0.0024821239965913916,0.003403859643604094,0.007774702751526595,-0.01194766331418342,0.0024739812176194495,0.002473971684020868,-0.0005165804589318526,0.0,-0.0005424208492914173,-0.014640586674237111,0.01274706846511277,0.004914815706546033,0.01692172978140055,0.06564475265135485,0.09524749424827424,-0.021293664086883244,-0.0545752163560984,0.026682567849586565,0.02123241189539967,-0.00023036400951474752,-0.0004556657082398702,0.0,0.17182756962845533,0.006881752874959548,-0.00015648819669641627,4.23044786957464e-05,0.0,0.011726525042540117,-0.12326030517676287
1033,0.06877085831345847,-0.012411881906399339,0.05999483189934369,0.44200428695876876,0.0008387950372673733,-0.15052596606713484,1.9149809030849398e-06,0.00531806648924275,0.5377074794327313,-0.010359082213296853,-0.0029982406556456854,-0.00039593663258896336,0.006390412909643305,-0.007408486603967085,-0.028065901177252682,-0.02031511942793602,0.0032983338106547166,-0.0018646827775664686,-0.006426707625901583,0.003321850417059692,0.02217114439144299,-0.00453034823052173,0.028756341418193852,-0.016726827731350827,0.004373772989405615,-0.000870713833758016,-0.0024645134408852517,-0.0008067664595538172,6.767194781022902e-05,-0.02933950475492461,0.02976533160801606,0.013891978391806586,0.001470533276949291,0.006169561824076934,0.0026907491290013405,0.00161158424186752,0.0014185856941073846,-0.001120550983853131,0.0,-0.0006158791363068249,-0.014708171517859369,0.011256548756073709,0.0014242636153953406,0.010295533386274378,-0.010881550567519703,0.02444815364772598,-0.00564978560587611,0.02724739988513901,-0.12774665881975905,-0.015505118544729071,-0.0003368482117551457,-0.0008604113607342146,0.0,0.16127425043549537,-0.08861390690256464,-5.2719996827202286e-05,0.00012458346896899523,0.0,-0.0009904015309137946,0.1485306451226851
738,0.14997059215683056,0.0805307520450358,-0.026731940847068605,0.6233769039691395,0.0009183222462751474,-0.12916793660740994,0.019092667251622685,0.004949967030555873,-0.03675950061588863,-0.006125806787032444,0.0018387102104765727,-0.00032361011900097764,0.010214276791194863,0.022902670621320356,-0.0034567405139932896,-0.009604253272323358,0.002135528895211795,-0.009271929548561285,-0.002777402890305208,-0.0017431271378503452,0.030059770185913024,-0.004248972803002932,-0.04933572000666012,-0.01287414593591634,0.004404181347690669,-7.8109153118204e-05,-0.00815433732575662,-0.0010856885520779448,6.439158323806466e-05,0.08545299628464796,0.03217963670024463,0.015243043917244034,-0.04341402336363236,0.006410458389371042,0.0028817338761985964,0.0015360737578774333,0.0014267865301635034,-0.0010898307505132654,0.0,-0.00046828559331362824,-0.010159924252389107,0.009415157194568482,-0.03705426827548035,0.009539205639464853,-0.018906153067315055,0.0022569643141580223,-0.008301410261980205,-0.009019143985261876,-0.002992990458202965,0.004377002771768929,-0.0001845901834272267,-0.0003765030214582713,0.0,-0.0745881465109872,0.019772083545486343,0.00021217194487028438,5.750259631789073e-05,0.0,-0.0005214373483280908,0.3037597745732979
1594,0.0919817310040769,-0.04308381632358534,-0.07982569369998067,0.21417875194800598,0.001589147231074776,0.32591169528086966,0.03000104596747979,0.004753231743858605,0.23133960146047655,-0.0068936911720879745,0.00017399643056718086,0.0041357797472031015,0.013507121534920882,0.025994437579630065,0.0053001492720474086,0.016226611749878963,0.0033256274273055554,-0.002790137307956439,-0.0031784312018294483,0.00019568975797408243,0.014001321604017071,-0.003891954415336585,-0.022195548052672275,-0.013943936381517476,0.009311193866230338,-0.00013020145985095547,-0.0011325811079164196,-0.0008280394950761524,7.588963105375449e-05,-0.026278749719326384,0.02151662527916515,0.0015256444311264954,0.0003932913066894501,0.006905951528529116,0.00042384104987653665,-0.000900492706589929,0.0015608406776738439,-0.000843969436485883,0.0,-0.0004621412353218286,-0.007430030352898477,0.018926659521875472,0.0012267122704798317,0.010826755726462713,0.005393485079051299,0.029465965096011675,-0.005301109463694636,-0.07902554045637575,0.01814707379162804,0.0628866498445118,-0.0003874528803401466,-0.0008026382622979427,0.0,0.09964206660034652,0.005112656497058952,-2.4173338396768805e-05,-0.000314503996187647,0.0,-0.0004120504704094904,0.051482444546363956
282,0.15628388306445815,0.036953439137311916,-0.03809814625745097,0.8050364679307894,0.0019245751035750292,0.2753286138436319,0.0053156367802748615,0.005603230993347082,-0.007017883378434949,-0.008789507231071778,1.3694715044450785e-05,-0.0006007998035985085,0.017261868319125115,0.03397680130378403,0.00218980823891613,0.009033038818052884,-0.007257469692879253,0.029132394839418468,-0.003129732294466722,-0.0002168014156747554,0.01564552571272338,-0.0035770489690044507,0.017078136115847648,-0.012358138355892775,0.009544434411089504,0.0005307063736927364,-0.00046684427133976484,-0.0005099127057328436,7.588963105375449e-05,-0.020468603647084353,0.015958434906282647,-0.006266822429407583,0.000983345988117418,0.0036306925482327006,-0.004022379129694273,0.00041863398051517075,0.0021664053656693253,-0.0007573117658491978,0.0,-0.00022871239077497382,-0.006105984960419893,0.00780175367270357,0.0013625270329922932,0.009862397944264934,-0.006558829116919596,-0.006136513617027572,-0.002792063536189722,0.10165780218045274,0.11421269043724852,0.06458488885673791,-0.0004236381686052657,-0.0008034290084023124,0.0,0.11287641058240924,0.01938050363229418,-8.527611485107073e-05,5.750259631789073e-05,0.0,-0.00047160692585513324,0.40775389479701685
1660,0.09662123152408542,-0.04170387545496978,0.222321061623885,-0.03159548908281401,0.0006427044208592208,-0.25721180222423984,0.023205212394755488,0.005027571694017662,0.07521785464381832,-0.012508462354528264,0.0018887209592147799,0.002327766486964303,0.005092803239395322,0.01247330496310434,0.0466695904822615,-0.023301824169756014,-0.009464162641096077,-0.003799228466737353,-0.004046929650204859,0.01603549409281044,0.02464767584273355,-0.0049025872188597185,0.035944338630883275,-0.022548085381183476,0.0008081949664651559,-0.0002663422997191716,0.054999079271042514,-0.00114945260053452,5.059217297383317e-05,-0.01667754834248606,-0.23658442669152316,-0.006930986698125959,0.0013347618372098822,0.00813954817529639,-0.0054065339980221925,0.004912444625503305,0.0024768517136539944,-0.000675130125261327,0.0,-0.0005758613938136308,-0.011664875971129066,0.017277419241649626,0.0014273732448949756,0.015976322932864287,0.07068831841752929,0.05643846827509135,-0.01214175277508784,-0.023433086340203312,-0.070757588187392,-0.026563401038115497,-0.0003630524302135718,-0.0006929774435794179,0.0,-0.10523801833202097,-0.07605530452631631,-0.00032782799141812527,4.473692484821286e-05,0.0,-0.0031997843974164203,-0.019447396596164766
180,0.13879789122662603,-0.0335791542337378,-0.13281228133619521,0.9025523696590654,0.0018293987517053033,0.3151991602618505,0.05302495659118935,0.004341471999306404,-0.19468725481497728,0.03341951371535664,0.0001025973526742092,0.0031623156446024796,0.02147845852107024,0.03052611938771105,0.0011890727227914163,0.00473064735935663,0.0013520083810878234,-0.014409689978918682,-0.004060436516060968,-0.0022033172634703378,0.017554627130582194,-0.0033642135832163416,-0.02324997712579362,-0.013205516651034171,-0.08229834886038159,-0.0003841969675661414,-0.0031343742910383164,-0.00045886088814427466,6.529309921392332e-05,0.08569138656161013,0.020469287923300977,0.003483328179712988,0.0005082698047636246,0.0033868699044619357,-0.00843349178441963,-0.0019005093493342628,0.0018127449387252443,-0.0009231574573018308,0.0,-0.00029400277967729096,-0.007579551693314161,0.006964828691039978,0.00133028916960979,0.011960918461130203,0.03816669427688433,0.023573002165708394,-0.00386709426978184,-0.05902677196688418,0.09705549540338979,0.02325285532682157,-0.00017486328466969633,-0.00036830902126352007,0.0,0.14625978784405907,0.01299034925048338,0.00013313580808710007,5.750259631789073e-05,0.0,-0.0005197480780425723,0.46394130569908365
3415,-0.3483464404806897,-0.09407169189669458,0.0528150052620842,-0.43114126087255494,0.0009980390038935856,-0.177961089032323,-0.0026096125406555723,0.01090503302099336,-0.35006680528776213,-0.018831673668599058,0.005280771387335826,-0.0017980551144066038,-0.036399815060551684,0.07615692117173546,0.017972741050475628,-0.031759019831811175,0.0020264292082736324,-0.0031669810529120954,-0.007670426783439425,-0.003208290787868432,0.023297564083316274,-0.005128705177933058,-0.07721347411049999,-0.03085736419871895,0.009597138632496114,-0.0017709748279842827,-0.033112444388734945,-0.0009731818935300422,0.00013858729075921734,0.0038386231537867474,0.02982645211283715,0.012429090711122028,0.003790600541727643,0.00845249645441419,-0.007772425612970981,-0.06660782251917013,0.002456271207933733,-0.0011464482021669152,0.0,-0.0006329021536524266,-0.023224021777284137,0.014216166750377943,0.003602161213765856,0.03608097763392991,-0.015495616115846132,-0.012401647045641232,-0.016039478475179496,-0.07807049028033146,0.01782091297386529,-0.11224986812235699,-0.00031117604166210945,-0.00064724376736487,0.0,-0.11680602823727028,0.029035458770984957,0.0010767476242348752,7.285373461944912e-05,0.0,0.009496485223245874,-0.3050720871416225
143,0.13665513401992374,0.11666833322376387,-0.1411219312303485,1.0752798605444513,0.0010026938091001723,-0.1656863239250448,0.024571302622656346,0.004913577287340584,-0.5578250974407933,0.03503987574862512,0.002411200731478627,0.000947283016662401,0.01214211632194552,0.024472621919281547,0.011594745806853516,-0.011219272683037592,0.0023061065559603923,-0.010403031136347909,-0.004564761765466798,0.0003398173547901715,0.02421492464804513,-0.003985966228458276,-0.030320058744964847,-0.021886020270211724,0.003618521710604356,-0.00035448612881263335,-0.012132721401715302,-0.0011092801169934156,6.439158323806466e-05,0.09781219857241844,-0.32552573281789343,-0.006144463002374831,0.0016473090459395955,0.004935144199252472,-0.008762757056787522,-0.004547022047176121,0.0014820899558899365,-0.0012021452060936156,0.0,-0.0004252471063715001,-0.010323764714146986,0.007212864875608729,0.0014464616067966548,0.011347813679536762,0.005505220475578205,0.030350914186924993,-0.006503681376526642,0.04441342437637354,-0.016634912754437854,-0.053546238674934514,-0.00017921672113298728,-0.00037004253864856835,0.0,0.2411362239440992,0.019439715582718287,-4.683326701694163e-05,6.147311282376768e-05,0.0,-0.000541511719038498,0.5772869557343703
